teff,mbol,age,mass,radius,sptype
5888.4365,4.89,10.0,0.861,0.89670855,G
5861.382,3.5,10.0,0.97,1.7165297,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5807.644,5.07,10.0,0.842,0.84849894,G
5942.9214,5.28,14.0,0.728,0.73561627,G
5847.901,5.47,14.0,0.712,0.69606745,G
5847.901,3.81,10.0,1.07,1.4950348,F
5780.9604,4.53,10.0,0.988,1.0981238,G
5767.6646,4.58,10.0,0.981,1.0780808,G
5754.3994,4.63,10.0,0.975,1.0584036,G
5834.451,3.76,10.0,1.074,1.5369202,F
5767.6646,4.58,10.0,0.981,1.0780808,G
5780.9604,4.53,10.0,0.988,1.0981238,G
5767.6646,3.66,10.0,1.084,1.6468396,F
5847.901,4.25,10.0,1.022,1.2208191,G
5874.8936,4.08,10.0,1.041,1.3081312,G
5874.8936,3.86,10.0,1.065,1.4476092,F
5767.6646,4.58,10.0,0.981,1.0780808,G
5714.786,3.62,10.0,1.088,1.708643,F
5727.9604,4.68,10.0,0.969,1.0438818,G
5847.901,4.25,10.0,1.022,1.2208191,G
5714.786,3.62,10.0,1.088,1.708643,F
5767.6646,3.66,10.0,1.084,1.6468396,F
5874.8936,4.08,10.0,1.041,1.3081312,G
5533.501,3.57,10.0,1.097,1.8648819,G
5688.5293,4.78,10.0,0.956,1.0107676,G
5874.8936,3.86,10.0,1.065,1.4476092,F
5970.353,4.7,10.0,0.88,0.9520315,F
5701.6426,4.92,1.5,1.022,0.9433032,G
5956.6216,4.55,1.5,1.083,1.0248288,G
5956.6216,4.55,1.5,1.083,1.0248288,G
5847.901,4.55,2.5,1.086,1.0632889,G
5597.576,4.91,2.5,1.036,0.9832214,G
5559.0425,3.59,8.5,1.07,1.8308439,G
5520.7744,5.45,4.0,0.853,0.788227,G
5888.4365,4.04,10.0,1.046,1.3263291,F
5874.8936,4.17,10.0,1.032,1.2550219,G
5636.3765,4.89,10.0,0.944,0.9787039,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5675.4463,3.47,12.0,0.899,1.8563135,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5821.032,4.44,8.5,0.985,1.1288892,G
5701.6426,4.92,1.5,1.022,0.9433032,G
5662.393,5.1,2.5,0.954,0.88034177,G
5807.644,4.83,2.5,1.007,0.9476573,G
5970.353,4.36,4.0,1.076,1.1134002,F
5688.5293,3.72,8.5,1.061,1.6468396,G
5807.644,5.07,10.0,0.842,0.84849894,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5794.287,5.27,12.0,0.78,0.7774121,G
5970.353,3.76,6.0,1.128,1.4677473,F
5584.702,5.44,10.0,0.805,0.77384025,G
5559.0425,5.19,0.575,0.98,0.876297,G
5942.9214,4.64,0.575,1.078,0.9877597,G
5701.6426,4.23,8.5,1.038,1.2961382,G
5571.8574,5.0,8.5,0.925,0.9520315,G
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5970.353,4.7,10.0,0.88,0.9520315,F
5942.9214,5.28,14.0,0.728,0.73561627,G
5794.287,5.27,12.0,0.78,0.7774121,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5821.032,4.73,4.0,1.006,0.9877597,G
5662.393,5.18,8.5,0.849,0.84849894,G
5584.702,5.44,10.0,0.805,0.77384025,G
5807.644,4.82,6.0,0.948,0.9520315,G
5956.6216,4.04,8.5,1.017,1.2961382,F
5956.6216,4.04,8.5,1.017,1.2961382,F
5861.382,3.5,10.0,0.97,1.7165297,F
5546.2573,5.27,6.0,0.885,0.84849894,G
5915.616,4.9,6.0,0.891,0.88440526,G
5834.451,4.24,8.5,1.013,1.2321151,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5533.501,5.27,0.575,0.955,0.85241544,G
5929.2534,4.63,4.0,1.006,0.99689937,G
5956.6216,4.45,4.0,1.053,1.0731275,F
5559.0425,5.19,4.0,0.934,0.876297,G
5956.6216,4.45,4.0,1.053,1.0731275,F
5970.353,3.66,4.0,1.222,1.5369202,F
5956.6216,3.15,6.0,1.182,1.952771,F
5675.4463,5.1,6.0,0.905,0.876297,G
5956.6216,4.35,6.0,1.03,1.1237024,F
5794.287,4.91,6.0,0.925,0.91759557,G
5956.6216,4.25,6.0,1.049,1.1766609,F
5807.644,5.07,10.0,0.842,0.84849894,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5701.6426,4.43,8.5,1.011,1.1820921,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5688.5293,3.41,8.5,1.08,1.8995526,G
5834.451,4.04,8.5,1.035,1.3509874,G
5956.6216,3.64,8.5,1.049,1.5583009,F
5956.6216,4.04,8.5,1.017,1.2961382,F
5701.6426,4.23,8.5,1.038,1.2961382,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5956.6216,4.04,8.5,1.017,1.2961382,F
5688.5293,3.72,8.5,1.061,1.6468396,G
5559.0425,3.69,8.5,1.065,1.7484423,G
5861.382,3.5,10.0,0.97,1.7165297,F
5584.702,5.44,10.0,0.805,0.77384025,G
5861.382,3.5,10.0,0.97,1.7165297,F
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5821.032,4.73,4.0,1.006,0.9877597,G
5794.287,4.91,6.0,0.925,0.91759557,G
5688.5293,4.92,4.0,0.982,0.9476573,G
5821.032,3.24,6.0,1.175,1.9617846,F
5888.4365,5.08,12.0,0.798,0.82158273,G
5662.393,4.84,10.0,0.95,0.99231905,G
5714.786,3.62,10.0,1.088,1.708643,F
5847.901,4.25,10.0,1.022,1.2208191,G
5584.702,4.99,10.0,0.931,0.9520315,G
5821.032,4.44,10.0,0.999,1.1288892,G
5754.3994,4.63,10.0,0.975,1.0584036,G
5807.644,4.48,10.0,0.994,1.1134002,G
5767.6646,4.58,10.0,0.981,1.0780808,G
5874.8936,3.9,10.0,1.06,1.4211873,F
5888.4365,5.08,12.0,0.798,0.82158273,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5675.4463,3.47,12.0,0.899,1.8563135,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5942.9214,4.53,8.5,0.941,1.0390856,G
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5861.382,3.5,10.0,0.97,1.7165297,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5584.702,5.44,10.0,0.805,0.77384025,G
5727.9604,5.66,14.0,0.695,0.66473925,G
5807.644,4.48,10.0,0.994,1.1134002,G
5970.353,4.89,12.0,0.814,0.87227076,F
5970.353,3.16,4.0,1.322,1.9348679,F
5584.702,4.91,6.0,0.982,0.9877597,G
5834.451,4.54,6.0,1.015,1.0731275,G
5675.4463,5.1,6.0,0.905,0.876297,G
5956.6216,4.35,6.0,1.03,1.1237024,F
5821.032,3.44,6.0,1.155,1.7891688,F
5956.6216,3.74,8.5,1.042,1.4881657,G
5675.4463,5.0,8.5,0.896,0.91759557,G
5584.702,4.7,8.5,0.989,1.0880562,G
5956.6216,4.14,8.5,1.005,1.2378024,G
5861.382,3.5,10.0,0.97,1.7165297,F
5584.702,5.44,10.0,0.805,0.77384025,G
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5559.0425,2.29,2.5,1.56,3.3315883,G
5929.2534,4.64,2.5,1.035,0.99231905,G
5571.8574,5.1,2.5,0.978,0.909183,G
5533.501,5.36,4.0,0.883,0.8178079,G
5559.0425,5.09,6.0,0.933,0.91759557,G
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6081.35,4.31,10.0,0.916,1.0981238,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6067.3633,4.33,8.5,0.945,1.0930784,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6194.4106,4.25,6.0,0.991,1.0880562,F
6053.4087,4.71,8.5,0.863,0.921831,F
6067.3633,3.71,12.0,0.89,1.454291,F
6251.727,3.9,2.5,1.192,1.2550219,F
6081.35,4.31,10.0,0.916,1.0981238,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6295.062,3.71,14.0,0.813,1.3509874,F
6367.955,4.1,14.0,0.799,1.1031926,F
6367.955,3.91,14.0,0.807,1.2040688,F
6123.504,3.5,14.0,0.818,1.5727197,F
6137.62,4.89,14.0,0.756,0.825375,F
6237.348,2.79,4.0,1.351,2.1020901,F
6367.955,3.0,4.0,1.292,1.8308439,F
6109.4204,3.68,4.0,1.201,1.454291,F
6237.348,3.79,4.0,1.163,1.3263291,F
6081.35,4.06,6.0,1.061,1.2321151,F
6095.369,3.96,6.0,1.077,1.2842551,F
6109.4204,4.27,1.5,1.141,1.1082846,F
6397.348,3.42,2.5,1.298,1.4950348,F
6095.369,2.58,2.5,1.509,2.4246626,F
6397.348,3.42,2.5,1.298,1.4950348,F
6237.348,3.49,4.0,1.227,1.5228297,F
6353.309,3.89,2.5,1.168,1.2208191,F
6251.727,3.61,2.5,1.273,1.4343374,F
6081.35,4.36,2.5,1.088,1.0731275,F
6095.369,3.86,6.0,1.091,1.3447802,F
6382.635,3.02,2.5,1.39,1.8057238,F
6109.4204,4.18,2.5,1.139,1.1551844,F
6095.369,4.27,2.5,1.113,1.1134002,F
6266.1387,3.51,2.5,1.298,1.4950348,F
6382.635,3.61,2.5,1.246,1.3761042,F
6237.348,2.3,2.5,1.567,2.6342156,F
6081.35,4.35,4.0,1.052,1.0780808,F
6109.4204,3.88,4.0,1.16,1.3263291,F
6367.955,3.5,4.0,1.213,1.454291,F
6237.348,3.59,4.0,1.206,1.454291,F
6095.369,2.98,4.0,1.337,2.0167465,F
6095.369,3.08,4.0,1.308,1.925978,F
6053.4087,4.62,6.0,0.932,0.9608405,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6223.003,4.69,14.0,0.769,0.88034177,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6151.7686,3.91,12.0,0.881,1.290183,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6280.5835,4.5,14.0,0.78,0.9433032,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6151.7686,3.91,12.0,0.881,1.290183,F
6382.635,3.71,2.5,1.22,1.3141693,F
6208.6904,4.07,4.0,1.096,1.1766609,F
6081.35,4.26,4.0,1.075,1.1237024,F
6081.35,4.05,8.5,0.993,1.2378024,F
6137.62,4.89,14.0,0.756,0.825375,F
6067.3633,3.71,12.0,0.89,1.454291,F
6151.7686,3.91,12.0,0.881,1.290183,F
6223.003,4.08,2.5,1.14,1.1658732,F
6081.35,3.85,8.5,1.016,1.3572233,F
6397.348,2.32,1.5,1.635,2.4811401,F
6109.4204,2.98,2.5,1.433,2.0074804,F
6471.4263,4.05,4.0,1.026,1.0930784,F
6237.348,3.39,4.0,1.249,1.5945984,F
6151.7686,3.91,12.0,0.881,1.290183,F
6165.95,4.11,12.0,0.871,1.1712546,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6165.95,4.11,12.0,0.871,1.1712546,F
6223.003,3.77,6.0,1.081,1.3447802,F
6095.369,3.86,6.0,1.091,1.3447802,F
6081.35,4.05,8.5,0.993,1.2378024,F
6081.35,3.75,8.5,1.025,1.4211873,F
6081.35,3.95,8.5,1.005,1.2961382,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6165.95,4.11,12.0,0.871,1.1712546,F
6382.635,1.82,1.5,1.756,3.1379883,F
6266.1387,3.41,2.5,1.323,1.5654937,F
6165.95,4.11,12.0,0.871,1.1712546,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6137.62,4.89,14.0,0.756,0.825375,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6367.955,4.1,14.0,0.799,1.1031926,F
6295.062,3.71,14.0,0.813,1.3509874,F
6123.504,3.5,14.0,0.818,1.5727197,F
6367.955,4.1,14.0,0.799,1.1031926,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6397.348,3.32,2.5,1.322,1.5654937,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6295.062,3.71,14.0,0.813,1.3509874,F
6067.3633,3.71,12.0,0.89,1.454291,F
6095.369,3.77,6.0,1.104,1.4016879,F
6095.369,3.96,6.0,1.077,1.2842551,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,2.19,1.5,1.707,2.88836,F
6095.369,2.48,2.5,1.539,2.5389335,F
6137.62,1.9,1.5,1.766,3.2707798,F
6081.35,4.36,2.5,1.088,1.0731275,F
6251.727,3.8,2.5,1.219,1.3141693,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6067.3633,3.71,12.0,0.89,1.454291,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6151.7686,4.3,12.0,0.858,1.0780808,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6081.35,4.31,10.0,0.916,1.0981238,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6081.35,4.31,10.0,0.916,1.0981238,F
6151.7686,4.3,12.0,0.858,1.0780808,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6237.348,3.69,4.0,1.184,1.3888371,F
6095.369,4.07,4.0,1.119,1.2208191,F
6081.35,4.26,4.0,1.075,1.1237024,F
6095.369,3.06,6.0,1.17,1.9437988,F
6095.369,3.86,6.0,1.091,1.3447802,F
6081.35,3.85,8.5,1.016,1.3572233,F
6067.3633,3.71,12.0,0.89,1.454291,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6353.309,3.99,0.575,1.213,1.1658732,F
6123.504,4.18,1.5,1.169,1.1498768,F
6367.955,3.9,1.5,1.207,1.2096266,F
6081.35,4.06,6.0,1.061,1.2321151,F
6324.1187,4.35,0.575,1.083,0.99689937,F
6109.4204,3.98,4.0,1.14,1.2666345,F
6067.3633,3.71,12.0,0.89,1.454291,F
6223.003,4.69,14.0,0.769,0.88034177,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6081.35,4.14,8.5,0.98,1.1875484,F
6081.35,3.75,8.5,1.025,1.4211873,F
6081.35,3.95,8.5,1.005,1.2961382,F
6081.35,3.95,8.5,1.005,1.2961382,F
6081.35,3.35,8.5,1.045,1.708643,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6081.35,4.06,6.0,1.061,1.2321151,F
6067.3633,4.24,8.5,0.964,1.1393347,F
6081.35,4.31,10.0,0.916,1.0981238,F
6397.348,3.22,2.5,1.345,1.6392732,F
6123.504,3.89,2.5,1.222,1.3141693,F
6223.003,3.88,4.0,1.141,1.2783545,F
6095.369,3.38,4.0,1.27,1.6774567,F
6367.955,3.5,4.0,1.213,1.454291,F
6367.955,3.2,4.0,1.269,1.6697495,F
6109.4204,3.68,4.0,1.201,1.454291,F
6237.348,3.39,4.0,1.249,1.5945984,F
6095.369,3.86,6.0,1.091,1.3447802,F
6486.344,3.89,0.575,1.222,1.1712546,F
6151.7686,4.3,12.0,0.858,1.0780808,F
6151.7686,4.3,12.0,0.858,1.0780808,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6367.955,4.1,14.0,0.799,1.1031926,F
6095.369,3.96,6.0,1.077,1.2842551,F
6095.369,4.07,4.0,1.119,1.2208191,F
6367.955,3.59,4.0,1.191,1.3952477,F
6081.35,3.75,8.5,1.025,1.4211873,F
6067.3633,4.33,8.5,0.945,1.0930784,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6367.955,3.5,4.0,1.213,1.454291,F
6367.955,4.1,14.0,0.799,1.1031926,F
6151.7686,3.91,12.0,0.881,1.290183,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6237.348,2.7,2.5,1.47,2.191045,F
6382.635,2.92,2.5,1.413,1.8908249,F
6109.4204,3.78,4.0,1.18,1.3888371,F
6237.348,3.59,4.0,1.206,1.454291,F
6237.348,3.19,4.0,1.28,1.7484423,F
6208.6904,3.96,6.0,1.051,1.2378024,F
6223.003,3.57,6.0,1.109,1.4745222,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6223.003,4.69,14.0,0.769,0.88034177,F
6165.95,4.11,12.0,0.871,1.1712546,F
6053.4087,4.71,4.0,0.945,0.921831,F
6081.35,4.14,8.5,0.98,1.1875484,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6223.003,4.18,0.575,1.176,1.1134002,F
6353.309,3.99,1.5,1.179,1.1658732,F
6338.6973,4.14,8.5,0.915,1.0930784,F
6237.348,3.79,4.0,1.163,1.3263291,F
6081.35,4.26,4.0,1.075,1.1237024,F
6039.4863,4.79,8.5,0.847,0.89258856,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6081.35,4.31,10.0,0.916,1.0981238,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6081.35,4.31,10.0,0.916,1.0981238,F
6081.35,4.31,10.0,0.916,1.0981238,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6397.348,1.83,2.5,1.648,3.109219,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6081.35,4.31,10.0,0.916,1.0981238,F
6151.7686,3.91,12.0,0.881,1.290183,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6237.348,4.09,1.5,1.173,1.1551844,F
6353.309,3.99,0.575,1.213,1.1658732,F
6095.369,3.86,6.0,1.091,1.3447802,F
6223.003,3.77,6.0,1.081,1.3447802,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,3.88,4.0,1.16,1.3263291,F
6338.6973,4.3,14.0,0.79,1.0154331,F
6338.6973,4.3,14.0,0.79,1.0154331,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6067.3633,3.71,12.0,0.89,1.454291,F
6137.62,4.89,14.0,0.756,0.825375,F
6165.95,4.11,12.0,0.871,1.1712546,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6367.955,4.1,14.0,0.799,1.1031926,F
6081.35,4.31,10.0,0.916,1.0981238,F
6081.35,4.31,10.0,0.916,1.0981238,F
6382.635,1.63,1.5,1.839,3.424927,F
6353.309,3.99,1.5,1.179,1.1658732,F
6382.635,2.62,2.5,1.486,2.1709576,F
6237.348,2.9,2.5,1.425,1.9982569,F
6237.348,3.99,2.5,1.166,1.2096266,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6053.4087,3.71,10.0,0.958,1.4610037,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6165.95,4.11,12.0,0.871,1.1712546,F
6208.6904,4.17,2.5,1.115,1.1237024,F
6109.4204,3.98,4.0,1.14,1.2666345,F
6081.35,4.35,4.0,1.052,1.0780808,F
6109.4204,3.88,4.0,1.16,1.3263291,F
6223.003,3.88,4.0,1.141,1.2783545,F
6095.369,3.18,4.0,1.293,1.8392947,F
6095.369,3.57,6.0,1.127,1.5369202,F
6109.4204,4.11,10.0,0.932,1.1930299,F
6081.35,4.31,10.0,0.916,1.0981238,F
6109.4204,3.91,10.0,0.946,1.3081312,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6151.7686,3.91,12.0,0.881,1.290183,F
6109.4204,4.09,2.5,1.166,1.2040688,F
6039.4863,4.5,10.0,0.898,1.0201201,F
6095.369,3.47,6.0,1.134,1.609353,F
6208.6904,4.06,6.0,1.032,1.1820921,F
6081.35,4.05,8.5,0.993,1.2378024,F
6081.35,4.14,8.5,0.98,1.1875484,F
6382.635,3.61,2.5,1.246,1.3761042,F
6237.348,2.3,2.5,1.567,2.6342156,F
6397.348,3.42,2.5,1.298,1.4950348,F
6367.955,2.21,2.5,1.572,2.6342156,F
6237.348,3.99,2.5,1.166,1.2096266,F
6382.635,3.12,2.5,1.368,1.7244529,F
6367.955,3.5,4.0,1.213,1.454291,F
6367.955,3.69,4.0,1.167,1.3324512,F
6223.003,3.98,4.0,1.119,1.2208191,F
6237.348,3.49,4.0,1.227,1.5228297,F
6109.4204,3.98,4.0,1.14,1.2666345,F
6095.369,3.28,4.0,1.284,1.7565128,F
6367.955,3.2,4.0,1.269,1.6697495,F
6095.369,4.07,4.0,1.119,1.2208191,F
6367.955,3.2,4.0,1.269,1.6697495,F
6095.369,2.98,4.0,1.337,2.0167465,F
6109.4204,3.68,4.0,1.201,1.454291,F
6053.4087,5.08,14.0,0.743,0.7774121,F
6109.4204,4.5,12.0,0.844,0.99689937,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6353.309,3.79,4.0,1.142,1.2783545,F
6081.35,4.31,10.0,0.916,1.0981238,F
6081.35,4.31,10.0,0.916,1.0981238,F
6280.5835,4.5,14.0,0.78,0.9433032,F
6471.4263,4.06,2.5,1.075,1.0880562,F
6180.164,4.61,4.0,0.938,0.926086,F
6223.003,4.69,14.0,0.769,0.88034177,F
6223.003,4.69,14.0,0.769,0.88034177,F
6280.5835,4.5,14.0,0.78,0.9433032,F
6039.4863,4.7,12.0,0.829,0.9303606,F
6194.4106,4.24,8.5,0.924,1.0930784,F
6237.348,2.4,2.5,1.542,2.5156565,F
6067.3633,4.34,6.0,1.003,1.0880562,F
6397.348,3.63,1.5,1.293,1.3572233,F
6109.4204,4.09,2.5,1.166,1.2040688,F
