teff,mbol,age,mass,radius,sptype
7144.9634,2.85,1.5,1.456,1.5583009,F
7177.943,2.78,0.575,1.556,1.5945984,F
7128.5303,3.04,1.5,1.392,1.4343374,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7161.434,1.38,1.5,1.948,3.0524693,F
7161.434,2.47,1.5,1.582,1.8477845,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7161.434,2.57,1.5,1.553,1.7646204,F
7328.245,1.39,1.5,1.939,2.901692,F
7030.723,2.69,0.575,1.607,1.7324126,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7161.434,1.88,1.5,1.771,2.4246626,F
7328.245,2.18,1.5,1.676,2.0167465,A
7311.3906,2.57,1.5,1.544,1.692978,F
7498.942,2.68,0.575,1.584,1.5298587,A
7161.434,2.08,1.5,1.705,2.2113185,F
7161.434,1.58,1.5,1.879,2.7838852,F
7030.723,0.51,0.575,2.393,4.7277155,F
7161.434,2.87,0.575,1.526,1.5369202,F
7277.798,2.9,2.5,1.306,1.4677473,F
7194.4897,2.3,0.575,1.737,1.9799367,F
7464.488,2.75,1.5,1.465,1.4950348,A
7464.488,2.75,1.5,1.465,1.4950348,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7498.942,2.58,0.575,1.615,1.6019588,A
7498.942,1.4,0.575,1.998,2.7583623,A
7481.695,2.57,1.5,1.534,1.6167815,A
7345.1387,2.49,0.575,1.646,1.740409,A
7161.434,2.47,1.5,1.582,1.8477845,F
7498.942,2.49,0.575,1.644,1.6697495,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7345.1387,2.59,0.575,1.613,1.6620777,A
7161.434,0.81,1.5,2.108,3.9687278,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7328.245,2.68,0.575,1.583,1.6019588,A
7161.434,1.88,1.5,1.771,2.4246626,F
7328.245,2.28,1.5,1.643,1.925978,A
7014.553,2.97,0.575,1.501,1.5298587,F
7481.695,2.37,1.5,1.602,1.7727656,A
7161.434,2.87,0.575,1.526,1.5369202,F
7498.942,2.49,0.575,1.644,1.6697495,A
7498.942,2.39,0.575,1.674,1.7484423,A
7161.434,1.68,1.5,1.843,2.6585896,F
7328.245,2.78,0.575,1.553,1.5298587,A
7161.434,2.08,1.5,1.705,2.2113185,F
7328.245,2.28,1.5,1.643,1.925978,A
7498.942,2.58,0.575,1.615,1.6019588,A
7161.434,2.57,1.5,1.553,1.7646204,F
7030.723,2.79,0.575,1.568,1.6544411,F
7128.5303,3.14,0.575,1.423,1.3697816,F
7161.434,2.96,0.575,1.492,1.4745222,F
7030.723,2.79,0.575,1.568,1.6544411,F
7112.1353,3.22,0.575,1.387,1.3263291,F
7498.942,2.39,0.575,1.674,1.7484423,A
7481.695,2.28,1.5,1.635,1.8477845,A
7144.9634,2.66,1.5,1.521,1.7007924,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7194.4897,1.7,0.575,1.946,2.610065,F
7311.3906,2.96,0.575,1.48,1.4146575,F
7161.434,-0.59,0.575,2.869,7.562255,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7345.1387,2.3,0.575,1.717,1.8995526,A
7161.434,2.87,0.575,1.526,1.5369202,F
7498.942,1.1,0.575,2.094,3.1670237,A
7328.245,1.99,1.5,1.741,2.2011585,F
7294.575,2.85,1.5,1.446,1.4950348,F
7328.245,2.68,0.575,1.583,1.6019588,A
7481.695,2.57,1.5,1.534,1.6167815,A
7161.434,2.27,1.5,1.643,2.0260553,F
7014.553,2.97,0.575,1.501,1.5298587,F
7161.434,2.37,1.5,1.612,1.9348679,F
7014.553,1.18,0.575,2.092,3.4886012,F
7030.723,2.3,0.575,1.76,2.0732484,F
7498.942,1.89,1.5,1.771,2.2011585,A
7161.434,2.47,1.5,1.582,1.8477845,F
7498.942,2.68,0.575,1.584,1.5298587,A
7161.434,0.69,0.575,2.257,4.194221,F
7128.5303,3.14,0.575,1.423,1.3697816,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7161.434,0.79,0.575,2.213,4.00545,F
7177.943,1.6,0.575,1.978,2.745689,F
7030.723,2.79,0.575,1.568,1.6544411,F
7328.245,1.89,1.5,1.773,2.3048959,F
7328.245,2.18,1.5,1.676,2.0167465,A
7413.1025,3.02,1.5,1.35,1.3386015,A
7014.553,0.6,0.575,2.33,4.5567093,F
7311.3906,2.96,0.575,1.48,1.4146575,F
7345.1387,2.49,0.575,1.646,1.740409,A
7014.553,2.97,0.575,1.501,1.5298587,F
7161.434,2.87,0.575,1.526,1.5369202,F
7161.434,2.87,0.575,1.526,1.5369202,F
7014.553,2.97,0.575,1.501,1.5298587,F
7311.3906,2.67,1.5,1.511,1.6167815,F
7161.434,2.27,1.5,1.643,2.0260553,F
7328.245,2.78,0.575,1.553,1.5298587,A
7481.695,2.28,1.5,1.635,1.8477845,A
7498.942,2.39,0.575,1.674,1.7484423,A
7144.9634,3.05,0.575,1.456,1.4211873,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7161.434,2.18,1.5,1.674,2.1117928,F
7177.943,2.59,0.575,1.624,1.740409,F
7328.245,1.29,1.5,1.964,3.0384445,F
7311.3906,2.96,0.575,1.48,1.4146575,F
7277.798,3.22,0.575,1.349,1.2666345,F
7345.1387,2.59,0.575,1.613,1.6620777,A
7277.798,2.94,1.5,1.409,1.440958,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7447.32,3.03,0.575,1.432,1.3202353,A
7161.434,2.87,0.575,1.526,1.5369202,F
7498.942,1.2,0.575,2.059,3.0244842,A
7030.723,2.79,0.575,1.568,1.6544411,F
7328.245,2.18,1.5,1.676,2.0167465,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7328.245,2.78,0.575,1.553,1.5298587,A
7014.553,2.97,0.575,1.501,1.5298587,F
7328.245,2.78,0.575,1.553,1.5298587,A
7144.9634,2.66,1.5,1.521,1.7007924,F
7311.3906,2.56,2.5,1.396,1.7007924,F
7328.245,1.99,1.5,1.741,2.2011585,F
7498.942,2.08,1.5,1.703,2.0167465,A
7177.943,2.59,0.575,1.624,1.740409,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7328.245,1.99,1.5,1.741,2.2011585,F
7161.434,2.96,0.575,1.492,1.4745222,F
7328.245,2.78,0.575,1.553,1.5298587,A
7161.434,1.48,1.5,1.915,2.9150856,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7161.434,2.47,1.5,1.582,1.8477845,F
7328.245,0.6,0.575,2.301,4.17495,F
7161.434,2.96,0.575,1.492,1.4745222,F
7311.3906,2.67,1.5,1.511,1.6167815,F
7161.434,2.57,1.5,1.553,1.7646204,F
7014.553,2.97,0.575,1.501,1.5298587,F
7498.942,2.68,0.575,1.584,1.5298587,A
7481.695,2.18,1.5,1.669,1.9348679,A
7294.575,2.85,1.5,1.446,1.4950348,F
7161.434,2.96,0.575,1.492,1.4745222,F
7498.942,2.58,0.575,1.615,1.6019588,A
7161.434,1.78,1.5,1.806,2.5389335,F
7311.3906,2.96,0.575,1.48,1.4146575,F
7362.071,2.71,0.075,1.657,1.5654937,A
7498.942,2.08,1.5,1.703,2.0167465,A
7498.942,1.4,0.575,1.998,2.7583623,A
7498.942,2.49,0.575,1.644,1.6697495,A
7161.434,2.37,1.5,1.612,1.9348679,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7311.3906,2.56,2.5,1.396,1.7007924,F
7277.798,2.9,2.5,1.306,1.4677473,F
7481.695,2.28,1.5,1.635,1.8477845,A
7345.1387,2.49,0.575,1.646,1.740409,A
7345.1387,2.59,0.575,1.613,1.6620777,A
7498.942,2.49,0.575,1.644,1.6697495,A
7498.942,2.49,0.575,1.644,1.6697495,A
7144.9634,2.76,1.5,1.488,1.6242442,F
7161.434,2.27,1.5,1.643,2.0260553,F
7177.943,1.5,0.575,2.006,2.8750892,F
7030.723,2.2,0.575,1.796,2.1709576,F
7345.1387,2.3,0.575,1.717,1.8995526,A
7161.434,1.98,1.5,1.738,2.3155348,F
7328.245,1.69,1.5,1.841,2.5272682,F
7498.942,2.58,0.575,1.615,1.6019588,A
7481.695,2.18,1.5,1.669,1.9348679,A
7328.245,0.9,0.575,2.175,3.6362298,F
7177.943,2.69,0.575,1.587,1.6620777,F
7144.9634,0.0,0.575,2.498,5.7896366,F
7498.942,1.69,1.5,1.837,2.4135222,A
7498.942,2.68,0.575,1.584,1.5298587,A
7112.1353,3.22,0.575,1.387,1.3263291,F
7161.434,2.87,0.575,1.526,1.5369202,F
7161.434,1.88,1.5,1.771,2.4246626,F
7328.245,1.99,1.5,1.741,2.2011585,F
7498.942,2.58,0.575,1.615,1.6019588,A
7277.798,3.13,0.575,1.407,1.3202353,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7328.245,1.89,1.5,1.773,2.3048959,F
7328.245,1.0,0.575,2.134,3.4725726,F
7311.3906,2.57,1.5,1.544,1.692978,F
7161.434,1.38,1.5,1.948,3.0524693,F
7498.942,0.71,1.5,2.098,3.7901056,A
7498.942,2.68,0.575,1.584,1.5298587,A
7328.245,2.08,1.5,1.708,2.1117928,F
7079.458,3.41,0.575,1.283,1.2264541,F
7328.245,1.69,1.5,1.841,2.5272682,F
7161.434,2.37,1.5,1.612,1.9348679,F
7030.723,2.79,0.575,1.568,1.6544411,F
7161.434,1.09,0.575,2.104,3.4886012,F
7464.488,2.86,0.575,1.509,1.4211873,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7345.1387,2.59,0.575,1.613,1.6620777,A
7481.695,2.47,1.5,1.569,1.692978,A
7481.695,2.57,1.5,1.534,1.6167815,A
7328.245,2.18,1.5,1.676,2.0167465,A
7345.1387,2.49,0.575,1.646,1.740409,A
7014.553,2.97,0.575,1.501,1.5298587,F
7345.1387,2.2,0.575,1.754,1.9890757,A
7144.9634,3.05,0.575,1.456,1.4211873,F
7345.1387,2.59,0.575,1.613,1.6620777,A
7311.3906,2.76,1.5,1.477,1.5511411,F
7014.553,1.18,0.575,2.092,3.4886012,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7161.434,2.57,1.5,1.553,1.7646204,F
7161.434,1.78,1.5,1.806,2.5389335,F
7328.245,2.18,1.5,1.676,2.0167465,A
7277.798,3.03,1.5,1.364,1.382456,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7161.434,2.27,1.5,1.643,2.0260553,F
7161.434,2.57,1.5,1.553,1.7646204,F
7161.434,2.87,0.575,1.526,1.5369202,F
7481.695,2.77,0.575,1.548,1.4745222,A
7161.434,1.98,1.5,1.738,2.3155348,F
7177.943,2.4,0.575,1.7,1.8995526,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7498.942,1.4,0.575,1.998,2.7583623,A
7498.942,2.39,0.575,1.674,1.7484423,A
7362.071,0.23,0.575,2.538,4.905139,F
7498.942,0.71,0.575,2.265,3.7901056,A
7328.245,1.99,1.5,1.741,2.2011585,F
7194.4897,2.3,0.575,1.737,1.9799367,F
7161.434,2.87,0.575,1.526,1.5369202,F
7277.798,3.03,1.5,1.364,1.382456,F
7498.942,2.39,0.575,1.674,1.7484423,A
7328.245,1.99,1.5,1.741,2.2011585,F
7498.942,2.08,1.5,1.703,2.0167465,A
7311.3906,2.67,1.5,1.511,1.6167815,F
7328.245,2.08,1.5,1.708,2.1117928,F
7177.943,2.59,0.575,1.624,1.740409,F
7498.942,2.68,0.575,1.584,1.5298587,A
7014.553,3.08,0.075,1.511,1.454291,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7498.942,2.39,0.575,1.674,1.7484423,A
7161.434,2.27,1.5,1.643,2.0260553,F
7311.3906,2.67,1.5,1.511,1.6167815,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7161.434,2.87,0.575,1.526,1.5369202,F
7161.434,2.37,1.5,1.612,1.9348679,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7030.723,2.79,0.575,1.568,1.6544411,F
7311.3906,2.96,0.575,1.48,1.4146575,F
7328.245,2.78,0.575,1.553,1.5298587,A
7328.245,2.78,0.575,1.553,1.5298587,A
7014.553,2.97,0.575,1.501,1.5298587,F
7328.245,2.68,0.575,1.583,1.6019588,A
7194.4897,2.3,0.575,1.737,1.9799367,F
7498.942,2.08,1.5,1.703,2.0167465,A
7498.942,2.58,0.575,1.615,1.6019588,A
7481.695,2.77,0.575,1.548,1.4745222,A
7128.5303,2.83,2.5,1.351,1.579979,F
7447.32,3.12,0.575,1.384,1.2666345,A
7328.245,1.59,1.5,1.876,2.6463745,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7311.3906,2.57,1.5,1.544,1.692978,F
7161.434,2.37,1.5,1.612,1.9348679,F
7161.434,2.87,0.575,1.526,1.5369202,F
7079.458,3.18,2.5,1.244,1.363488,F
7079.458,3.18,2.5,1.244,1.363488,F
7161.434,2.57,1.5,1.553,1.7646204,F
7161.434,2.87,0.575,1.526,1.5369202,F
7161.434,2.27,1.5,1.643,2.0260553,F
7481.695,2.77,0.575,1.548,1.4745222,A
7161.434,2.96,0.575,1.492,1.4745222,F
7328.245,2.78,0.575,1.553,1.5298587,A
7177.943,2.78,0.575,1.556,1.5945984,F
7177.943,2.78,0.575,1.556,1.5945984,F
7498.942,0.8,0.575,2.222,3.6362298,A
7144.9634,2.85,1.5,1.456,1.5583009,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7498.942,2.68,0.575,1.584,1.5298587,A
7328.245,2.28,1.5,1.643,1.925978,A
7345.1387,2.49,0.575,1.646,1.740409,A
7464.488,2.94,0.575,1.472,1.3697816,A
7498.942,1.49,1.5,1.898,2.6463745,A
7161.434,2.37,1.5,1.612,1.9348679,F
7014.553,1.18,0.575,2.092,3.4886012,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7498.942,2.49,0.575,1.644,1.6697495,A
7345.1387,2.49,0.575,1.646,1.740409,A
7161.434,2.47,1.5,1.582,1.8477845,F
7014.553,2.97,0.575,1.501,1.5298587,F
7498.942,1.2,0.575,2.059,3.0244842,A
7345.1387,2.4,0.575,1.682,1.8140587,A
7498.942,1.4,0.575,1.998,2.7583623,A
7328.245,2.08,1.5,1.708,2.1117928,F
7498.942,2.49,0.575,1.644,1.6697495,A
7498.942,2.49,0.575,1.644,1.6697495,A
7014.553,2.88,0.575,1.533,1.5945984,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7328.245,2.08,1.5,1.708,2.1117928,F
7345.1387,2.59,0.575,1.613,1.6620777,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7161.434,1.58,1.5,1.879,2.7838852,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7464.488,2.94,0.575,1.472,1.3697816,A
7144.9634,2.85,1.5,1.456,1.5583009,F
7481.695,2.77,0.575,1.548,1.4745222,A
7345.1387,2.0,0.575,1.825,2.180978,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7161.434,2.57,1.5,1.553,1.7646204,F
7481.695,1.1,1.5,1.99,3.181642,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7328.245,1.99,1.5,1.741,2.2011585,F
7128.5303,3.14,0.575,1.423,1.3697816,F
7447.32,2.93,1.5,1.381,1.382456,A
7144.9634,3.05,0.575,1.456,1.4211873,F
7481.695,2.18,1.5,1.669,1.9348679,A
7161.434,2.0,2.5,1.423,2.2943058,F
7481.695,2.28,1.5,1.635,1.8477845,A
7112.1353,3.03,2.5,1.296,1.4476092,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7014.553,2.97,0.575,1.501,1.5298587,F
7481.695,2.28,1.5,1.635,1.8477845,A
7177.943,2.78,0.575,1.556,1.5945984,F
7161.434,1.78,1.5,1.806,2.5389335,F
7161.434,2.96,0.575,1.492,1.4745222,F
7498.942,2.39,0.575,1.674,1.7484423,A
7144.9634,2.66,1.5,1.521,1.7007924,F
7328.245,1.89,1.5,1.773,2.3048959,F
7311.3906,2.57,1.5,1.544,1.692978,F
7161.434,1.78,1.5,1.806,2.5389335,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7328.245,2.78,0.575,1.553,1.5298587,A
7345.1387,2.4,0.575,1.682,1.8140587,A
7161.434,1.98,1.5,1.738,2.3155348,F
7161.434,2.87,0.575,1.526,1.5369202,F
7161.434,0.6,0.575,2.31,4.37171,F
7177.943,2.78,0.575,1.556,1.5945984,F
7161.434,2.08,1.5,1.705,2.2113185,F
7177.943,2.78,0.575,1.556,1.5945984,F
7161.434,2.57,1.5,1.553,1.7646204,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7498.942,2.39,0.575,1.674,1.7484423,A
7464.488,2.94,0.575,1.472,1.3697816,A
7498.942,0.71,0.575,2.265,3.7901056,A
7161.434,2.96,0.575,1.492,1.4745222,F
7277.798,2.94,1.5,1.409,1.440958,F
7328.245,1.19,1.5,1.988,3.181642,F
7345.1387,2.59,0.575,1.613,1.6620777,A
7161.434,1.38,1.5,1.948,3.0524693,F
7328.245,1.89,1.5,1.773,2.3048959,F
7498.942,2.49,0.575,1.644,1.6697495,A
7161.434,1.58,1.5,1.879,2.7838852,F
7328.245,1.69,1.5,1.841,2.5272682,F
7328.245,0.6,0.575,2.301,4.17495,F
7030.723,2.69,0.575,1.607,1.7324126,F
7161.434,2.57,1.5,1.553,1.7646204,F
7161.434,1.78,1.5,1.806,2.5389335,F
7079.458,3.18,2.5,1.244,1.363488,F
7177.943,1.29,0.575,2.052,3.1670237,F
7030.723,2.69,0.575,1.607,1.7324126,F
7079.458,3.41,0.575,1.283,1.2264541,F
7328.245,1.79,1.5,1.807,2.4135222,F
7079.458,3.41,0.575,1.283,1.2264541,F
7161.434,2.18,1.5,1.674,2.1117928,F
7345.1387,2.1,0.575,1.79,2.082818,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7161.434,2.47,1.5,1.582,1.8477845,F
7161.434,2.18,1.5,1.674,2.1117928,F
7328.245,2.18,1.5,1.676,2.0167465,A
7498.942,2.08,1.5,1.703,2.0167465,A
7144.9634,2.76,1.5,1.488,1.6242442,F
7413.1025,3.02,1.5,1.35,1.3386015,A
7311.3906,2.87,0.575,1.517,1.4745222,F
7014.553,2.97,0.575,1.501,1.5298587,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7161.434,2.37,1.5,1.612,1.9348679,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7345.1387,2.49,0.575,1.646,1.740409,A
7144.9634,2.85,1.5,1.456,1.5583009,F
7161.434,2.87,0.575,1.526,1.5369202,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7328.245,2.68,0.575,1.583,1.6019588,A
7311.3906,2.76,1.5,1.477,1.5511411,F
7311.3906,2.57,1.5,1.544,1.692978,F
7161.434,2.96,0.575,1.492,1.4745222,F
7481.695,2.47,1.5,1.569,1.692978,A
7161.434,1.19,1.5,1.999,3.3315883,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7328.245,2.78,0.575,1.553,1.5298587,A
7177.943,2.69,0.575,1.587,1.6620777,F
7161.434,2.08,1.5,1.705,2.2113185,F
7161.434,2.96,0.575,1.492,1.4745222,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7030.723,2.79,0.575,1.568,1.6544411,F
7161.434,2.96,0.575,1.492,1.4745222,F
7161.434,0.99,0.575,2.136,3.6530137,F
7161.434,0.79,0.575,2.213,4.00545,F
7328.245,2.68,0.575,1.583,1.6019588,A
7328.245,2.38,1.5,1.611,1.8392947,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7177.943,2.78,0.575,1.556,1.5945984,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7030.723,2.79,0.575,1.568,1.6544411,F
7328.245,2.38,1.5,1.611,1.8392947,F
7464.488,2.86,0.575,1.509,1.4211873,A
7112.1353,3.14,2.5,1.264,1.3761042,F
7498.942,1.3,0.575,2.028,2.88836,A
7328.245,1.49,1.5,1.909,2.7710943,F
7447.32,3.03,0.575,1.432,1.3202353,A
7328.245,2.88,0.075,1.56,1.4610037,A
7328.245,2.18,1.5,1.676,2.0167465,A
7345.1387,2.0,0.575,1.825,2.180978,A
7328.245,1.49,1.5,1.909,2.7710943,F
7481.695,2.77,0.575,1.548,1.4745222,A
7328.245,2.68,0.575,1.583,1.6019588,A
7498.942,1.4,0.575,1.998,2.7583623,A
7498.942,2.08,1.5,1.703,2.0167465,A
7161.434,2.87,0.575,1.526,1.5369202,F
7311.3906,2.67,1.5,1.511,1.6167815,F
7328.245,1.1,0.575,2.096,3.3162808,F
7328.245,2.78,0.575,1.553,1.5298587,A
7328.245,2.78,0.575,1.553,1.5298587,A
7277.798,3.03,1.5,1.364,1.382456,F
7144.9634,3.06,0.075,1.492,1.4146575,F
7177.943,2.59,0.575,1.624,1.740409,F
7194.4897,1.91,0.575,1.88,2.3694706,F
7498.942,1.2,0.575,2.059,3.0244842,A
7128.5303,3.14,0.575,1.423,1.3697816,F
7128.5303,3.04,1.5,1.392,1.4343374,F
7128.5303,2.95,1.5,1.426,1.4950348,F
7161.434,2.87,0.575,1.526,1.5369202,F
7498.942,1.2,0.575,2.059,3.0244842,A
7161.434,2.47,1.5,1.582,1.8477845,F
7328.245,1.39,1.5,1.939,2.901692,F
7277.798,3.03,1.5,1.364,1.382456,F
7128.5303,3.14,0.575,1.423,1.3697816,F
7481.695,2.86,0.075,1.544,1.4146575,A
7464.488,2.94,0.575,1.472,1.3697816,A
7161.434,2.87,0.575,1.526,1.5369202,F
7177.943,1.6,0.575,1.978,2.745689,F
7177.943,2.78,0.575,1.556,1.5945984,F
7464.488,2.86,0.575,1.509,1.4211873,A
7177.943,2.59,0.575,1.624,1.740409,F
7328.245,2.78,0.575,1.553,1.5298587,A
7498.942,0.22,0.575,2.519,4.7495375,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7345.1387,2.4,0.575,1.682,1.8140587,A
7079.458,3.18,2.5,1.244,1.363488,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7161.434,2.47,1.5,1.582,1.8477845,F
7161.434,2.37,1.5,1.612,1.9348679,F
7328.245,2.28,1.5,1.643,1.925978,A
7030.723,2.0,0.575,1.866,2.3804076,F
7144.9634,2.66,1.5,1.521,1.7007924,F
7161.434,2.37,1.5,1.612,1.9348679,F
7161.434,2.47,1.5,1.582,1.8477845,F
7177.943,2.69,0.575,1.587,1.6620777,F
7161.434,2.87,0.575,1.526,1.5369202,F
7328.245,2.18,1.5,1.676,2.0167465,A
7328.245,0.6,0.575,2.301,4.17495,F
7014.553,2.97,0.575,1.501,1.5298587,F
7161.434,2.27,1.5,1.643,2.0260553,F
7079.458,3.18,2.5,1.244,1.363488,F
7498.942,1.59,1.5,1.868,2.5272682,A
7161.434,2.27,1.5,1.643,2.0260553,F
7498.942,2.08,1.5,1.703,2.0167465,A
7328.245,2.28,1.5,1.643,1.925978,A
7328.245,2.38,1.5,1.611,1.8392947,F
7144.9634,2.85,1.5,1.456,1.5583009,F
7128.5303,3.04,1.5,1.392,1.4343374,F
7328.245,2.28,1.5,1.643,1.925978,A
7345.1387,2.2,0.575,1.754,1.9890757,A
7014.553,2.97,0.575,1.501,1.5298587,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7277.798,3.03,1.5,1.364,1.382456,F
7177.943,2.78,0.575,1.556,1.5945984,F
7498.942,2.68,0.575,1.584,1.5298587,A
7144.9634,2.76,1.5,1.488,1.6242442,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7161.434,2.57,1.5,1.553,1.7646204,F
7161.434,2.57,1.5,1.553,1.7646204,F
7328.245,2.78,0.575,1.553,1.5298587,A
7345.1387,1.5,0.575,1.984,2.745689,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7277.798,3.03,1.5,1.364,1.382456,F
7328.245,2.68,0.575,1.583,1.6019588,A
7144.9634,3.05,0.575,1.456,1.4211873,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7328.245,1.79,1.5,1.807,2.4135222,F
7161.434,2.37,1.5,1.612,1.9348679,F
7328.245,2.78,0.575,1.553,1.5298587,A
7128.5303,3.04,1.5,1.392,1.4343374,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7014.553,2.88,0.575,1.533,1.5945984,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7345.1387,2.2,0.575,1.754,1.9890757,A
7464.488,2.86,0.575,1.509,1.4211873,A
7194.4897,2.11,0.575,1.808,2.1609828,F
7161.434,1.48,1.5,1.915,2.9150856,F
7328.245,2.18,1.5,1.676,2.0167465,A
7161.434,2.37,1.5,1.612,1.9348679,F
7498.942,1.1,0.575,2.094,3.1670237,A
7014.553,2.97,0.575,1.501,1.5298587,F
7161.434,2.87,0.575,1.526,1.5369202,F
7498.942,1.79,1.5,1.803,2.3048959,A
7498.942,1.99,1.5,1.738,2.1020901,A
7498.942,1.3,0.575,2.028,2.88836,A
7328.245,2.18,1.5,1.676,2.0167465,A
7128.5303,2.95,1.5,1.426,1.4950348,F
7030.723,2.69,0.575,1.607,1.7324126,F
7498.942,1.69,1.5,1.837,2.4135222,A
7328.245,1.99,1.5,1.741,2.2011585,F
7294.575,3.04,0.575,1.446,1.3697816,F
7161.434,2.47,1.5,1.582,1.8477845,F
7161.434,2.08,1.5,1.705,2.2113185,F
7498.942,2.68,0.575,1.584,1.5298587,A
7498.942,2.49,0.575,1.644,1.6697495,A
7498.942,1.1,0.575,2.094,3.1670237,A
7311.3906,2.47,1.5,1.578,1.7727656,F
7498.942,1.69,1.5,1.837,2.4135222,A
7161.434,2.47,1.5,1.582,1.8477845,F
7481.695,2.28,1.5,1.635,1.8477845,A
7498.942,2.49,0.575,1.644,1.6697495,A
7144.9634,2.76,1.5,1.488,1.6242442,F
7311.3906,2.87,0.575,1.517,1.4745222,F
7112.1353,3.14,2.5,1.264,1.3761042,F
7161.434,0.69,0.575,2.257,4.194221,F
7498.942,1.99,1.5,1.738,2.1020901,A
7328.245,2.78,0.575,1.553,1.5298587,A
7328.245,1.99,1.5,1.741,2.2011585,F
7498.942,1.89,1.5,1.771,2.2011585,A
7161.434,0.6,0.575,2.31,4.37171,F
7144.9634,2.76,1.5,1.488,1.6242442,F
7345.1387,2.49,0.575,1.646,1.740409,A
7328.245,2.68,0.575,1.583,1.6019588,A
7144.9634,3.05,0.575,1.456,1.4211873,F
7161.434,2.57,1.5,1.553,1.7646204,F
7328.245,2.28,1.5,1.643,1.925978,A
7161.434,2.96,0.575,1.492,1.4745222,F
7498.942,2.39,0.575,1.674,1.7484423,A
7014.553,0.6,0.575,2.33,4.5567093,F
7498.942,1.4,0.575,1.998,2.7583623,A
7161.434,1.78,1.5,1.806,2.5389335,F
7128.5303,3.14,0.575,1.423,1.3697816,F
7311.3906,2.47,1.5,1.578,1.7727656,F
7144.9634,3.05,0.575,1.456,1.4211873,F
7328.245,2.08,1.5,1.708,2.1117928,F
7128.5303,2.26,2.5,1.483,2.0542407,F
7161.434,2.87,0.575,1.526,1.5369202,F
7413.1025,3.02,1.5,1.35,1.3386015,A
7328.245,1.1,0.575,2.096,3.3162808,F
7177.943,0.5,0.575,2.369,4.5567093,F
7014.553,2.97,0.575,1.501,1.5298587,F
7498.942,0.61,0.575,2.305,3.9687278,A
7328.245,2.68,0.575,1.583,1.6019588,A
7030.723,2.4,0.575,1.721,1.9799367,F
